Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,Car_Age,Mileage_per_Year,log_price,is_luxury,Luxury_EngineV_Interaction
BMW,5000.0,sedan,400,2.0,Petrol,yes,1991,520,34,11.76,8.517193191416238,1,2.0
Renault,11403.99,sedan,0,1.2,Petrol,yes,2016,Logan,9,0.0,9.341718573146874,0,0.0
BMW,59900.0,crossover,30,2.0,Diesel,yes,2016,X5,9,3.33,11.00043178410354,1,2.0
Volkswagen,5400.0,hatch,320,1.4,Petrol,yes,2002,Golf IV,23,13.91,8.594154232552366,0,0.0
Volkswagen,17500.0,vagon,160,1.4,Petrol,yes,2011,Passat B7,14,11.43,9.769956159911606,0,0.0
Renault,6300.0,sedan,167,1.6,Petrol,yes,2005,Megane,20,8.35,8.748304912379623,0,0.0
Volkswagen,1900.0,hatch,300,1.9,Diesel,no,1999,Golf IV,26,11.54,7.549609165154532,0,0.0
Toyota,12400.0,sedan,135,3.5,Gas,yes,2007,Camry,18,7.5,9.425451751593128,0,0.0
Volkswagen,8500.0,hatch,141,2.0,Petrol,yes,2000,Beetle,25,5.64,9.047821442478408,0,0.0
Mercedes-Benz,39900.0,crossover,126,5.5,Petrol,yes,2010,GL 500,15,8.4,10.594131602877955,1,5.5
Volkswagen,3350.0,hatch,122,1.4,Petrol,yes,1993,Golf III,32,3.81,8.116715624819111,0,0.0
Renault,8200.0,vagon,180,1.6,Gas,yes,2010,Kangoo,15,12.0,9.011889433252344,0,0.0
Volkswagen,22200.0,hatch,51,2.0,Petrol,yes,2013,New Beetle,12,4.25,10.00784756786037,0,0.0
Renault,7999.0,van,141,1.5,Diesel,yes,2006,Scenic,19,7.42,8.987071812848821,0,0.0
Volkswagen,2499.0,sedan,220,1.9,Diesel,no,2004,Passat B5,21,10.48,7.823645930834952,0,0.0
BMW,66200.0,crossover,70,3.0,Diesel,yes,2014,X5,11,6.36,11.1004357419251,1,3.0
Audi,21000.0,hatch,34,1.4,Petrol,yes,2013,A3,12,2.83,9.95227771670556,1,1.4
Volkswagen,7200.0,van,270,1.9,Diesel,yes,2008,T5 (Transporter) ,17,15.88,8.881836305004146,0,0.0
BMW,34900.0,crossover,65,2.0,Petrol,yes,2013,X3,12,5.42,10.460242108190519,1,2.0
Audi,17500.0,sedan,94,1.8,Petrol,yes,2008,A4,17,5.53,9.769956159911606,1,1.8
Volkswagen,9600.0,van,148,1.6,Diesel,yes,2011,Caddy,14,10.57,9.169518377455928,0,0.0
Toyota,2200.0,vagon,300,2.0,Petrol,yes,1989,Camry,36,8.33,7.696212639346407,0,0.0
BMW,32000.0,crossover,108,3.0,Petrol,yes,2008,X6,17,6.35,10.373491181781864,1,3.0
Volkswagen,4700.0,van,342,1.9,Diesel,yes,1996,T4 (Transporter) ,29,11.79,8.45531778769815,0,0.0
Volkswagen,11000.0,van,282,2.5,Diesel,yes,2006,T5 (Transporter),19,14.84,9.305650551780507,0,0.0
Volkswagen,24000.0,sedan,105,2.0,Diesel,yes,2012,Passat CC,13,8.08,10.085809109330082,0,0.0
Renault,4100.0,other,270,1.2,Gas,yes,1999,Kangoo,26,10.38,8.318742252692399,0,0.0
BMW,5800.0,sedan,270,4.4,Petrol,yes,1996,540,29,9.31,8.66561319653451,1,4.4
Audi,8600.0,sedan,260,2.5,Diesel,yes,2002,A6,23,11.3,9.0595174822416,1,2.5
Audi,3500.0,other,360,2.2,Gas,yes,1990,100,35,10.29,8.160518247477505,1,2.2
Mercedes-Benz,7777.0,sedan,270,2.8,Gas,yes,1996,S 140,29,9.31,8.958925938694943,1,2.8
Volkswagen,19500.0,crossover,112,2.5,Diesel,yes,2008,Touareg,17,6.59,9.878169744551839,0,0.0
BMW,13300.0,vagon,157,2.0,Diesel,yes,2007,520,18,8.72,9.495519314209846,1,2.0
Mercedes-Benz,28500.0,sedan,90,5.5,Petrol,yes,2007,S 500,18,5.0,10.257659366256743,1,5.5
BMW,27300.0,sedan,155,2.0,Diesel,yes,2012,520,13,11.92,10.21464198117305,1,2.0
Renault,4800.0,sedan,100,1.4,Petrol,yes,2006,Clio,19,5.26,8.476371196895983,0,0.0
Mercedes-Benz,11499.0,other,157,2.2,Diesel,yes,2012,Vito,13,12.08,9.350015354048665,1,2.2
BMW,8500.0,sedan,284,1.9,Gas,yes,2000,316,25,11.36,9.047821442478408,1,1.9
Toyota,17900.0,crossover,133,2.7,Gas,yes,2007,Land Cruiser Prado,18,7.39,9.792555991828847,0,0.0
Audi,11800.0,vagon,278,2.5,Diesel,yes,2005,A6,20,13.9,9.375854810453756,1,2.5
Audi,11115.0,hatch,150,1.6,Petrol,yes,2008,A3,17,8.82,9.316050826398296,1,1.6
Volkswagen,12999.0,van,160,2.0,Diesel,yes,2011,T6 (Transporter),14,11.43,9.47262771040802,0,0.0
Toyota,24842.03,sedan,0,1.8,Petrol,yes,2016,Avensis,9,0.0,10.120292255735645,0,0.0
Mitsubishi,8400.0,sedan,250,2.0,Petrol,yes,2007,Lancer X,18,13.89,9.035986984831405,0,0.0
Toyota,15500.0,sedan,129,3.5,Other,yes,2008,Camry,17,7.59,9.648595302907339,0,0.0
BMW,13999.0,sedan,265,3.0,Diesel,yes,2005,730,20,13.25,9.546741177474825,1,3.0
Toyota,42900.0,crossover,51,3.0,Diesel,yes,2013,Land Cruiser Prado,12,4.25,10.666627104916108,0,0.0
Volkswagen,47777.0,sedan,91,3.0,Diesel,yes,2012,Phaeton,13,7.0,10.774299631131253,0,0.0
Renault,7550.0,hatch,155,2.0,Petrol,yes,2007,Laguna,18,8.61,8.92930284224307,0,0.0
BMW,68500.0,sedan,43,4.4,Petrol,yes,2013,750,12,3.58,11.134589024250317,1,4.4
Volkswagen,8400.0,van,300,2.5,Diesel,yes,2004,T5 (Transporter),21,14.29,9.035986984831405,0,0.0
Renault,24193.65,van,1,1.6,Diesel,yes,2015,Trafic,10,0.1,10.093845481018526,0,0.0
Renault,14700.0,crossover,61,1.5,Diesel,yes,2013,Duster,12,5.08,9.595602772766828,0,0.0
Renault,8300.0,van,127,1.5,Diesel,yes,2011,Kangoo,14,9.07,9.02401079378469,0,0.0
Volkswagen,19000.0,vagon,185,2.0,Diesel,yes,2011,Passat B7,14,13.21,9.852194258148577,0,0.0
BMW,3700.0,sedan,305,1.9,Petrol,no,2000,318,25,12.2,8.216088098632316,1,1.9
BMW,4500.0,sedan,307,2.5,Petrol,yes,1994,525,31,9.9,8.411832675758411,1,2.5
Toyota,9400.0,sedan,140,1.6,Petrol,yes,2008,Corolla,17,8.24,9.148464968258095,0,0.0
Toyota,25000.0,crossover,115,5.7,Petrol,yes,2007,Tundra,18,6.39,10.126631103850338,0,0.0
Volkswagen,18000.0,sedan,110,2.0,Diesel,yes,2013,Passat B7,12,9.17,9.798127036878302,0,0.0
Toyota,12300.0,sedan,135,2.4,Petrol,yes,2006,Camry,19,7.11,9.417354541360508,0,0.0
Mercedes-Benz,20500.0,sedan,235,2.2,Diesel,yes,2007,E-Class,18,13.06,9.9281801651265,1,2.2
Renault,11900.0,other,162,2.3,Other,yes,2011,Master,14,11.57,9.38429367909962,0,0.0
BMW,3990.0,sedan,350,2.5,Petrol,yes,1995,525,30,11.67,8.29154650988391,1,2.5
Mercedes-Benz,13600.0,van,190,2.2,Diesel,yes,2009,Vito,16,11.88,9.517825071724143,1,2.2
BMW,17300.0,sedan,180,3.0,Diesel,yes,2007,730,18,10.0,9.75846178048587,1,3.0
Mercedes-Benz,12500.0,van,386,2.2,Diesel,yes,2008,Sprinter 313,17,22.71,9.433483923290392,1,2.2
BMW,13900.0,crossover,184,3.0,Gas,yes,2004,X5,21,8.76,9.539644119118783,1,3.0
BMW,39600.0,crossover,98,3.0,Petrol,yes,2011,X6,14,7.0,10.586584397242571,1,3.0
Volkswagen,11700.0,van,185,1.4,Petrol,yes,2008,Cross Touran,17,10.88,9.367344120785848,0,0.0
Audi,7200.0,sedan,250,2.4,Gas,yes,1998,A6,27,9.26,8.881836305004146,1,2.4
Audi,10999.0,sedan,200,1.8,Petrol,yes,2006,A4,19,10.53,9.305559638557117,1,1.8
Renault,7900.0,vagon,105,1.5,Diesel,yes,2010,Kangoo,15,7.0,8.974618038455112,0,0.0
Mercedes-Benz,13900.0,other,168,5.0,Petrol,yes,2002,CL 500,23,7.3,9.539644119118783,1,5.0
Volkswagen,4500.0,vagon,390,1.9,Diesel,yes,1996,Passat B4,29,13.45,8.411832675758411,0,0.0
Toyota,9000.0,crossover,180,1.8,Gas,yes,2003,Matrix,22,8.18,9.104979856318357,0,0.0
Renault,10500.0,vagon,233,1.5,Diesel,yes,2009,Laguna,16,14.56,9.259130536145614,0,0.0
Mercedes-Benz,13000.0,sedan,220,5.0,Petrol,yes,2003,S 500,22,10.0,9.472704636443673,1,5.0
Renault,7300.0,van,186,1.5,Diesel,yes,2010,Kangoo,15,12.4,8.895629627136483,0,0.0
Toyota,21999.0,sedan,80,2.5,Other,yes,2012,Camry,13,6.15,9.998752276761909,0,0.0
Mitsubishi,10500.0,sedan,57,1.5,Gas,yes,2011,Lancer X,14,4.07,9.259130536145614,0,0.0
Renault,8300.0,van,137,1.5,Diesel,yes,2014,Kangoo,11,12.45,9.02401079378469,0,0.0
Mitsubishi,12300.0,other,175,2.5,Diesel,yes,2008,L 200,17,10.29,9.417354541360508,0,0.0
Mercedes-Benz,2900.0,sedan,282,2.2,Diesel,no,2000,210,25,11.28,7.9724660159745655,1,2.2
Mercedes-Benz,12950.0,sedan,313,3.2,Diesel,yes,2003,S 320,22,14.23,9.468851067127684,1,3.2
BMW,23500.0,crossover,140,4.8,Petrol,yes,2008,X5,17,8.24,10.06475570013225,1,4.8
Audi,33300.0,crossover,71,2.0,Petrol,yes,2011,Q5,14,5.07,10.413312675968536,1,2.0
Mitsubishi,8200.0,crossover,210,2.4,Gas,yes,2007,Outlander,18,11.67,9.011889433252344,0,0.0
Volkswagen,7800.0,sedan,220,1.8,Gas,yes,2002,Passat B5,23,9.57,8.961879012677683,0,0.0
Toyota,21800.0,crossover,170,4.0,Gas,yes,2006,Land Cruiser Prado,19,8.95,9.98966524877718,0,0.0
Mercedes-Benz,22900.0,sedan,74,2.2,Diesel,yes,2011,C-Class,14,5.29,10.03889218954233,1,2.2
Volkswagen,8500.0,other,200,1.6,Diesel,yes,2011,Caddy,14,14.29,9.047821442478408,0,0.0
Audi,16700.0,vagon,131,2.0,Diesel,yes,2009,A4,16,8.19,9.723163998404846,1,2.0
Toyota,10100.0,sedan,142,2.4,Petrol,yes,2007,Camry,18,7.89,9.22029070282935,0,0.0
Renault,7700.0,van,125,1.5,Diesel,yes,2012,Kangoo,13,9.62,8.948975607841776,0,0.0
Mitsubishi,10800.0,crossover,190,3.0,Gas,yes,2006,Pajero Sport,19,10.0,9.287301413112312,0,0.0
Mercedes-Benz,4700.0,sedan,1,1.8,Petrol,yes,1996,C-Class,29,0.03,8.45531778769815,1,1.8
Audi,5999.0,vagon,248,2.5,Diesel,yes,2000,A6,25,9.92,8.699348067653093,1,2.5
Renault,5800.0,van,143,1.5,Diesel,yes,2007,Kangoo,18,7.94,8.66561319653451,0,0.0
Mitsubishi,5400.0,sedan,200,1.6,Gas,yes,2005,Lancer,20,10.0,8.594154232552366,0,0.0
Audi,3000.0,vagon,270,2.5,Diesel,yes,1998,A4,27,10.0,8.006367567650246,1,2.5
Mitsubishi,3200.0,sedan,330,1.3,Gas,yes,1996,Lancer,29,11.38,8.070906088787819,0,0.0
Mercedes-Benz,43999.0,sedan,132,3.0,Diesel,yes,2010,S 350,15,8.8,10.691922185369403,1,3.0
Audi,3600.0,vagon,250,2.5,Other,yes,1999,A6,26,9.62,8.1886891244442,1,2.5
Mercedes-Benz,5500.0,van,400,2.3,Diesel,yes,1996,Vito,29,13.79,8.612503371220562,1,2.3
Volkswagen,10200.0,sedan,129,2.0,Petrol,yes,2006,Passat B6,19,6.79,9.230142999272362,0,0.0
Mercedes-Benz,31500.0,sedan,123,2.2,Diesel,yes,2011,E-Class,14,8.79,10.357742824813725,1,2.2
Toyota,11500.0,sedan,110,1.6,Petrol,yes,2011,Corolla,14,7.86,9.350102314351341,0,0.0
Mitsubishi,10888.0,sedan,63,2.0,Petrol,yes,2012,Lancer X,13,4.85,9.295416544331301,0,0.0
Toyota,38500.0,crossover,20,5.7,Gas,yes,2014,Tundra,11,1.82,10.558413520275876,0,0.0
Audi,4500.0,vagon,206,2.5,Diesel,no,2003,A6,22,9.36,8.411832675758411,1,2.5
Volkswagen,55555.0,van,63,2.0,Diesel,yes,2013,Multivan,12,5.25,10.92512880001811,0,0.0
Volkswagen,13999.0,crossover,150,2.5,Diesel,yes,2005,Touareg,20,7.5,9.546741177474825,0,0.0
Volkswagen,6700.0,van,300,2.5,Diesel,yes,1997,T4 (Transporter),28,10.71,8.809862805379057,0,0.0
Renault,7100.0,van,135,1.5,Diesel,yes,2013,Kangoo,12,11.25,8.867850063029406,0,0.0
Audi,81500.0,sedan,0,3.0,Petrol,yes,2016,A7,9,0.0,11.308358299228955,1,3.0
Renault,6200.0,van,122,1.5,Diesel,yes,2007,Kangoo,18,6.78,8.732304571033183,0,0.0
Mercedes-Benz,42500.0,sedan,110,3.0,Diesel,yes,2011,S 350,14,7.86,10.657259354912508,1,3.0
BMW,75000.0,crossover,16,3.0,Diesel,yes,2015,X6,10,1.6,11.225243392518447,1,3.0
BMW,48550.0,other,147,4.0,Diesel,yes,2012,X5,13,11.31,10.790349473719472,1,4.0
Mercedes-Benz,11000.0,crossover,148,3.2,Petrol,yes,2001,ML 320,24,6.17,9.305650551780507,1,3.2
BMW,7500.0,sedan,275,2.0,Gas,yes,1998,520,27,10.19,8.922658299524402,1,2.0
Toyota,2999.0,vagon,5,1.3,Petrol,yes,1989,Corolla,36,0.14,8.00603417874901,0,0.0
BMW,22500.0,other,100,3.0,Petrol,yes,2007,630,18,5.56,10.021270588192511,1,3.0
Volkswagen,11900.0,van,273,2.5,Diesel,yes,2003,T4 (Transporter),22,12.41,9.38429367909962,0,0.0
Volkswagen,17900.0,crossover,167,3.0,Diesel,yes,2007,Touareg,18,9.28,9.792555991828847,0,0.0
Renault,6700.0,van,118,1.5,Diesel,yes,2012,Kangoo,13,9.08,8.809862805379057,0,0.0
BMW,22900.0,other,25,3.0,Petrol,yes,2008,325,17,1.47,10.03889218954233,1,3.0
Toyota,9300.0,sedan,170,1.8,Gas,yes,2006,Avensis,19,8.95,9.137769679141348,0,0.0
Volkswagen,20350.0,vagon,111,2.0,Diesel,yes,2012,Passat B7,13,8.54,9.920836190870741,0,0.0
Volkswagen,72000.0,crossover,0,3.0,Diesel,yes,2016,Touareg,9,0.0,11.184421397998193,0,0.0
BMW,16800.0,crossover,250,3.0,Diesel,yes,2004,X5,21,11.9,9.72913416539135,1,3.0
Toyota,8900.0,sedan,115,1.6,Petrol,yes,2008,Corolla,17,6.76,9.093806555720231,0,0.0
Mitsubishi,22800.0,crossover,43,2.4,Petrol,yes,2013,Outlander,12,3.58,10.034515814942532,0,0.0
Volkswagen,8800.0,sedan,86,1.6,Petrol,yes,2012,Polo,13,6.62,9.082507000466299,0,0.0
Volkswagen,14100.0,vagon,115,2.0,Diesel,yes,2011,Caddy,14,8.21,9.55393007636626,0,0.0
Mitsubishi,9200.0,sedan,84,2.0,Petrol,yes,2009,Lancer X,16,5.25,9.126958763037132,0,0.0
Toyota,75500.0,crossover,50,4.6,Petrol,yes,2015,Land Cruiser 200,10,5.0,11.231887935237117,0,0.0
Volkswagen,2900.0,sedan,2,1.8,Petrol,yes,1989,Passat B3,36,0.06,7.9724660159745655,0,0.0
Audi,6100.0,sedan,305,1.6,Other,yes,1996,A4,29,10.52,8.716044050161402,1,1.6
Renault,7245.0,sedan,87,1.4,Petrol,yes,2008,Megane,17,5.12,8.888066854754783,0,0.0
Renault,2500.0,sedan,170,1.9,Diesel,no,2003,Scenic,22,7.73,7.824046010856292,0,0.0
Renault,11200.0,vagon,165,1.5,Diesel,yes,2012,Megane,13,12.69,9.323669057283185,0,0.0
Renault,13500.0,van,198,1.5,Diesel,yes,2012,Grand Scenic,13,15.23,9.51044496442652,0,0.0
Audi,13700.0,sedan,300,2.0,Diesel,yes,2005,A6,20,15.0,9.525151111816216,1,2.0
Audi,4300.0,sedan,340,2.4,Gas,yes,1998,A6,27,12.59,8.366370301681654,1,2.4
Volkswagen,9999.0,van,310,2.5,Diesel,yes,2007,T5 (Transporter),18,17.22,9.21024036697585,0,0.0
Mercedes-Benz,6500.0,sedan,435,3.2,Petrol,yes,1994,S 140,31,14.03,8.779557455883728,1,3.2
Mercedes-Benz,11400.0,van,174,2.2,Diesel,yes,2012,Vito,13,13.38,9.341368634382587,1,2.2
Toyota,10500.0,sedan,180,3.5,Petrol,yes,2007,Camry,18,10.0,9.259130536145614,0,0.0
Renault,2999.0,van,245,1.5,Diesel,yes,2003,Kangoo,22,11.14,8.00603417874901,0,0.0
Mercedes-Benz,29500.0,crossover,180,3.2,Diesel,yes,2008,GL 320,17,10.59,10.292145542327912,1,3.2
Mercedes-Benz,8000.0,sedan,300,2.0,Petrol,yes,2000,E-Class,25,12.0,8.987196820661973,1,2.0
Mitsubishi,10500.0,sedan,130,2.0,Petrol,yes,2008,Lancer X,17,7.65,9.259130536145614,0,0.0
Mercedes-Benz,11400.0,sedan,220,5.0,Petrol,yes,2004,S 500,21,10.48,9.341368634382587,1,5.0
Volkswagen,8300.0,hatch,147,1.6,Gas,yes,2006,Golf Plus,19,7.74,9.02401079378469,0,0.0
Audi,6900.0,sedan,250,2.4,Gas,yes,1999,A6,26,9.62,8.83927669058535,1,2.4
Mercedes-Benz,8500.0,other,210,4.3,Gas,yes,2000,ML 430,25,8.4,9.047821442478408,1,4.3
Volkswagen,17300.0,crossover,148,3.0,Diesel,yes,2007,Touareg,18,8.22,9.75846178048587,0,0.0
Volkswagen,3500.0,vagon,215,2.0,Petrol,yes,1993,Passat B3,32,6.72,8.160518247477505,0,0.0
Volkswagen,5000.0,hatch,220,1.4,Petrol,yes,2003,Polo,22,10.0,8.517193191416238,0,0.0
Mitsubishi,6900.0,sedan,118,1.6,Petrol,yes,2007,Lancer,18,6.56,8.83927669058535,0,0.0
Toyota,5500.0,crossover,188,2.0,Petrol,yes,1999,Rav 4,26,7.23,8.612503371220562,0,0.0
BMW,17900.0,other,98,3.0,Petrol,yes,2007,Z4,18,5.44,9.792555991828847,1,3.0
Volkswagen,11500.0,van,210,2.0,Diesel,yes,2012,Caddy,13,16.15,9.350102314351341,0,0.0
Volkswagen,12800.0,vagon,167,1.6,Diesel,yes,2011,Golf Variant,14,11.93,9.457200449907708,0,0.0
Volkswagen,7000.0,van,350,1.0,Other,yes,2004,T5 (Transporter) ,21,16.67,8.85366542803745,0,0.0
BMW,8400.0,sedan,220,2.2,Gas,yes,2001,5 Series,24,9.17,9.035986984831405,1,2.2
Audi,3000.0,van,11,1.9,Diesel,no,1999,A6,26,0.42,8.006367567650246,1,1.9
Renault,5200.0,sedan,160,1.4,Gas,yes,2008,Symbol,17,9.41,8.556413904569519,0,0.0
Mitsubishi,5700.0,vagon,120,1.3,Petrol,yes,2005,Colt,20,6.0,8.648221453822641,0,0.0
Mitsubishi,6500.0,crossover,285,2.5,Diesel,yes,1991,Pajero,34,8.38,8.779557455883728,0,0.0
Volkswagen,2300.0,vagon,200,1.9,Diesel,no,1999,Passat B5,26,7.69,7.7406644019172415,0,0.0
Volkswagen,7700.0,van,228,1.9,Diesel,yes,2006,Caddy,19,12.0,8.948975607841776,0,0.0
Volkswagen,10999.0,van,110,1.6,Diesel,yes,2012,Caddy,13,8.46,9.305559638557117,0,0.0
BMW,8700.0,other,212,3.0,Diesel,no,2004,730,21,10.1,9.071078304642676,1,3.0
Mercedes-Benz,7200.0,sedan,312,3.2,Petrol,yes,2000,E-Class,25,12.48,8.881836305004146,1,3.2
BMW,39000.0,crossover,38,3.0,Petrol,yes,2009,X6,16,2.38,10.571316925111784,1,3.0
Mitsubishi,11999.0,crossover,235,3.0,Gas,yes,2007,Pajero Wagon,18,13.06,9.392578591964389,0,0.0
Volkswagen,18100.0,other,195,2.0,Diesel,yes,2011,T5 (Transporter),14,13.93,9.803667217253917,0,0.0
Mitsubishi,1600.0,vagon,185,1.3,Petrol,no,2000,Space Star,25,7.4,7.3777589082278725,0,0.0
Renault,2650.0,vagon,1,1.0,Diesel,no,2006,Laguna,19,0.05,7.882314918980268,0,0.0
Volkswagen,23300.0,sedan,115,1.8,Petrol,yes,2012,Passat CC,13,8.85,10.056208639553791,0,0.0
BMW,25500.0,crossover,210,3.0,Gas,yes,2008,X5,17,12.35,10.146433731146518,1,3.0
Volkswagen,20900.0,sedan,122,2.0,Petrol,yes,2012,Passat B7,13,9.38,9.947504437952903,0,0.0
Renault,3700.0,hatch,310,2.0,Petrol,yes,1996,Laguna,29,10.69,8.216088098632316,0,0.0
Toyota,9500.0,sedan,125,1.6,Petrol,yes,2009,Corolla,16,7.81,9.159047077588632,0,0.0
Mercedes-Benz,61500.0,crossover,121,3.0,Diesel,yes,2013,GL 350,12,10.08,11.02679245379461,1,3.0
Volkswagen,8800.0,other,217,1.9,Diesel,yes,2005,Passat B5,20,10.85,9.082507000466299,0,0.0
BMW,34900.0,vagon,136,2.0,Diesel,yes,2012,520,13,10.46,10.460242108190519,1,2.0
Audi,3600.0,vagon,200,2.5,Diesel,yes,1999,A6,26,7.69,8.1886891244442,1,2.5
Mercedes-Benz,28000.0,other,12,1.8,Petrol,yes,2013,C-Class,12,1.0,10.239959789157341,1,1.8
BMW,25800.0,sedan,203,2.0,Diesel,yes,2010,520,15,13.53,10.158129770909708,1,2.0
Mitsubishi,25999.0,crossover,86,3.2,Diesel,yes,2011,Pajero Wagon,14,6.14,10.165813354725493,0,0.0
Volkswagen,29600.0,sedan,11,1.4,Petrol,yes,2016,Passat B8,9,1.22,10.295529640312152,0,0.0
BMW,3200.0,sedan,178,1.9,Petrol,no,2001,318,24,7.42,8.070906088787819,1,1.9
Mercedes-Benz,6900.0,van,200,2.3,Diesel,yes,1999,Vito,26,7.69,8.83927669058535,1,2.3
Mercedes-Benz,3550.0,sedan,274,3.2,Diesel,no,2002,E-Class,23,11.91,8.174702882469461,1,3.2
BMW,2900.0,vagon,230,2.0,Diesel,no,2001,320,24,9.58,7.9724660159745655,1,2.0
Mercedes-Benz,11500.0,van,307,2.2,Diesel,yes,2007,Vito,18,17.06,9.350102314351341,1,2.2
Volkswagen,11800.0,van,218,1.9,Diesel,yes,2008,T5 (Transporter),17,12.82,9.375854810453756,0,0.0
Mercedes-Benz,69900.0,sedan,76,6.0,Petrol,yes,2010,S 65 AMG,15,5.07,11.154820928221902,1,6.0
Audi,23000.0,other,115,1.8,Petrol,yes,2008,S4,17,6.76,10.043249494911286,1,1.8
Renault,6500.0,van,186,1.5,Diesel,yes,2012,Kangoo,13,14.31,8.779557455883728,0,0.0
Volkswagen,6000.0,vagon,284,1.9,Other,yes,2001,Golf IV,24,11.83,8.699514748210191,0,0.0
Toyota,17200.0,sedan,50,1.6,Petrol,yes,2013,Corolla,12,4.17,9.752664662801545,0,0.0
Toyota,76500.0,crossover,29,4.5,Diesel,yes,2014,Land Cruiser 200,11,2.64,11.245046019814627,0,0.0
Volkswagen,6800.0,vagon,160,2.8,Petrol,yes,2001,Sharan,24,6.67,8.824677891164198,0,0.0
Volkswagen,3750.0,sedan,262,1.8,Petrol,yes,1994,Vento,31,8.45,8.229511118964457,0,0.0
Volkswagen,8000.0,other,300,2.5,Diesel,yes,2007,T5 (Transporter),18,16.67,8.987196820661973,0,0.0
Mercedes-Benz,58500.0,crossover,128,3.0,Diesel,yes,2013,ML 350,12,10.67,10.976782033219948,1,3.0
Renault,4999.0,sedan,114,1.4,Other,yes,2006,Clio,19,6.0,8.51699317141357,0,0.0
Volkswagen,15800.0,sedan,56,1.4,Other,yes,2013,Jetta,12,4.67,9.667765219015058,0,0.0
Volkswagen,9250.0,sedan,200,2.0,Diesel,yes,2007,Passat B6,18,11.11,9.132378830506472,0,0.0
Mitsubishi,11300.0,crossover,128,2.4,Gas,yes,2008,Outlander,17,7.53,9.332558004700433,0,0.0
Audi,1400.0,sedan,250,1.8,Petrol,no,1993,80,32,7.81,7.24422751560335,1,1.8
Toyota,80000.0,crossover,23,4.5,Diesel,yes,2014,Land Cruiser 200,11,2.09,11.289781913656018,0,0.0
BMW,11900.0,sedan,1,2.8,Petrol,yes,2002,528,23,0.04,9.38429367909962,1,2.8
Volkswagen,9500.0,hatch,29,1.4,Petrol,yes,2014,Polo,11,2.64,9.159047077588632,0,0.0
BMW,10999.0,other,162,2.2,Petrol,yes,2002,320,23,7.04,9.305559638557117,1,2.2
Audi,23500.0,crossover,119,4.2,Gas,yes,2007,Q7,18,6.61,10.06475570013225,1,4.2
BMW,24500.0,crossover,170,4.8,Gas,yes,2007,X5,18,9.44,10.106428396532818,1,4.8
Mitsubishi,6000.0,sedan,150,1.8,Gas,yes,2004,Virage,21,7.14,8.699514748210191,0,0.0
Mitsubishi,17500.0,crossover,194,3.2,Diesel,yes,2008,Pajero Wagon,17,11.41,9.769956159911606,0,0.0
Toyota,9300.0,sedan,107,1.8,Gas,yes,2007,Avensis,18,5.94,9.137769679141348,0,0.0
BMW,3500.0,vagon,280,3.0,Diesel,no,2001,330,24,11.67,8.160518247477505,1,3.0
BMW,41500.0,vagon,42,2.0,Petrol,yes,2012,X3,13,3.23,10.63344870621879,1,2.0
Volkswagen,10300.0,other,215,1.9,Other,yes,2007,T5 (Transporter),18,11.94,9.239899174217728,0,0.0
Audi,2200.0,vagon,280,2.5,Diesel,no,2002,A6 Allroad,23,12.17,7.696212639346407,1,2.5
Renault,19692.08,crossover,0,1.5,Diesel,yes,2016,Duster,9,0.0,9.887971803433317,0,0.0
Renault,7850.0,van,187,1.5,Diesel,yes,2010,Kangoo,15,12.47,8.968268810776454,0,0.0
Toyota,20000.0,crossover,94,4.5,Petrol,yes,2005,Land Cruiser 105,20,4.7,9.903487552536127,0,0.0
Audi,3800.0,sedan,253,2.5,Diesel,no,1998,A6,27,9.37,8.242756345714477,1,2.5
BMW,13700.0,sedan,254,3.0,Diesel,yes,2003,530,22,11.55,9.525151111816216,1,3.0
Toyota,31000.0,crossover,86,2.2,Diesel,yes,2014,Rav 4,11,7.82,10.341742483467284,0,0.0
Volkswagen,14400.0,van,237,2.0,Diesel,yes,2010,T5 (Transporter),15,15.8,9.574983485564092,0,0.0
Toyota,17500.0,hatch,45,1.6,Petrol,yes,2014,Auris,11,4.09,9.769956159911606,0,0.0
Renault,10396.23,vagon,1,1.2,Petrol,yes,2015,Logan,10,0.1,9.249198519410456,0,0.0
BMW,27800.0,crossover,140,3.0,Diesel,yes,2009,X5,16,8.75,10.232791299678729,1,3.0
Volkswagen,5800.0,sedan,200,1.4,Petrol,yes,2000,Golf IV,25,8.0,8.66561319653451,0,0.0
Renault,5800.0,vagon,200,1.46,Diesel,yes,2008,Grand Scenic,17,11.76,8.66561319653451,0,0.0
Audi,21500.0,vagon,165,2.0,Diesel,yes,2010,A6,15,11.0,9.975808214115753,1,2.0
Volkswagen,3600.0,sedan,330,2.8,Gas,yes,1994,Passat B4,31,10.65,8.1886891244442,0,0.0
BMW,6500.0,sedan,388,3.5,Petrol,yes,1998,735,27,14.37,8.779557455883728,1,3.5
Volkswagen,10700.0,vagon,171,1.9,Diesel,yes,2010,Caddy,15,11.4,9.277999020449997,0,0.0
BMW,3100.0,sedan,280,2.0,Diesel,no,1999,320,26,10.77,8.039157390473237,1,2.0
Mercedes-Benz,1350.0,vagon,240,2.5,Diesel,no,1992,E-Class,33,7.27,7.2078598714324755,1,2.5
